property_name,property_type,society,sector,price_in_lacs,price_per_sqft_inrs,area,areaWithType,super_builtup,builtup,carpet_area,bedRoom,bathroom,balcony,address,floorNum,facing,agePossession,description,furnish_type,rating,servant_room,study room,pooja room,store_room,others,luxury_score
2 BHK Flat in Sohna,flat,signature global park,sohna road,53.2,6295.0,845.12,Carpet area: 845 (78.5 sq.m.),,,845,2,2,2,"001, Sohna, Gurgaon, Haryana",1.0,East,Relatively New,"Signature global park in sohna, gurgaon is a ready-To-Move housing society. It offers apartments and independent floors in varied budget range.
 Additional details :The apartment has borings water supply.
No power backup is available.
The society has dedicated security guards for every tower.",2.0,"['Green Area5 out of 5', 'Construction5 out of 5', 'Management4 out of 5', 'Amenities5 out of 5', 'Connectivity5 out of 5']",0,0,1,0,0,174.0
2 BHK Flat in Sohna,flat,signature global park,sohna road,52.0,6326.0,822.0,Carpet area: 822 (76.37 sq.m.),,,822,2,2,2,"0001, Sohna, Gurgaon, Haryana",3.0,North-West,Relatively New,"Signature global park in sohna, gurgaon is a ready-To-Move housing society. It offers apartments and independent floors in varied budget range.
 Additional details :The apartment has borings water supply.
No power backup is available.
The society has dedicated security guards for every tower.",0.0,"['Green Area5 out of 5', 'Construction5 out of 5', 'Management4 out of 5', 'Amenities5 out of 5', 'Connectivity5 out of 5']",0,0,1,0,0,49.0
3 BHK Flat in Sohna,flat,signature global park,sohna road,90.5,6289.0,1439.02,Carpet area: 1439 (133.69 sq.m.),,,1439,3,3,3,"0001, Sohna, Gurgaon, Haryana",1.0,West,Relatively New,"Signature global park in sohna, gurgaon is a ready-To-Move housing society. It offers apartments and independent floors in varied budget range.
 Additional details :The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
No power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",2.0,"['Green Area5 out of 5', 'Construction5 out of 5', 'Management4 out of 5', 'Amenities5 out of 5', 'Connectivity5 out of 5']",0,0,1,0,0,165.0
2 BHK Flat in Sohna,flat,signature global park,sohna road,52.5,6386.0,822.11,Carpet area: 822 (76.37 sq.m.),,,822,2,2,2,"0001, Sohna, Gurgaon, Haryana",2.0,North-East,Relatively New,"Signature global park in sohna, gurgaon is a ready-To-Move housing society. It offers apartments and independent floors in varied budget range.
 Additional details :The apartment has borings water supply.
No power backup is available.
The society has dedicated security guards for every tower.",2.0,"['Green Area5 out of 5', 'Construction5 out of 5', 'Management4 out of 5', 'Amenities5 out of 5', 'Connectivity5 out of 5']",0,0,1,0,0,174.0
3 BHK Flat in Sector 37C Gurgaon,flat,corona optus,sector 37c ,120.0,6916.0,1735.11,Super Built up area 1735(161.19 sq.m.)Built Up area: 1635 sq.ft. (151.9 sq.m.)Carpet area: 1535 sq.ft. (142.61 sq.m.),1735,1635,1535,3,4,3,"804, Sector 37C Gurgaon, Gurgaon, Haryana",8.0,South-West,Relatively New,"This lovely 3 bhk apartment/flat in sector 37c gurgaon is available for sale in one of gurgaon's most popular projects, corona optus. This residential flat is east-Facing direction. The floor plan additionally contains 3 bedroom(s), 4 bathrooms and 3 balconies. All in all, the flat is spread over a super built up area of 1735 sq.Ft. This flat is situated on the 8th floor of this 14 floors tall residential building. Being a ready to move project, you can expect immediate possession of this 1-5 years old property. The well built marble flooring enhances the aesthetic appeal of this flat. All the modern amenities such as swimming pool, grocery shop, club house / community center, fitness centre / gym, park, lift(s), maintenance staff, visitor parking, water softening plant and shopping centre will make life easier for you. Municipal corporation and borewell/tank provides a regular supply of water to this residential project.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Partial power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",2.0,"['Green Area5 out of 5', 'Construction4 out of 5', 'Management4 out of 5', 'Amenities4 out of 5', 'Connectivity4 out of 5']",0,0,0,0,0,165.0
3 BHK Flat in Sector 37C Gurgaon,flat,corona optus,sector 37c ,122.0,6912.0,1765.05,Super Built up area 1765(163.97 sq.m.)Built Up area: 1665 sq.ft. (154.68 sq.m.)Carpet area: 1565 sq.ft. (145.39 sq.m.),1765,1665,1565,3,4,3,"501, Sector 37C Gurgaon, Gurgaon, Haryana",5.0,South-East,Relatively New,"This lovely 3 bhk apartment/flat in sector 37c gurgaon is available for sale in one of gurgaon's most popular projects, corona optus. This property faces the east direction. The floor plan additionally contains 3 bedroom(s), 4 bathrooms and 3 balconies. All in all, the flat is spread over a super built up area of 1765 sq.Ft. The residential building has 14 floors in total and the flat for sale is located on the 5th floor. This 1-5 years old property is available for immediate possession as the project is ready to move. The beautifully designed marble flooring enhances the beauty of the flat. Corona optus is designed very well to provide modern facilities such as swimming pool, grocery shop, club house / community center, fitness centre / gym, park, lift(s), maintenance staff, visitor parking, water softening plant and shopping centre. Municipal corporation and borewell/tank provides a regular supply of water to this residential project.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Partial power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",2.0,"['Green Area5 out of 5', 'Construction4 out of 5', 'Management4 out of 5', 'Amenities4 out of 5', 'Connectivity4 out of 5']",0,0,0,0,0,156.0
3 BHK Flat in Sector 37C Gurgaon,flat,corona optus,sector 37c ,140.0,7035.0,1990.05,Super Built up area 1990(184.88 sq.m.)Built Up area: 1890 sq.ft. (175.59 sq.m.)Carpet area: 1790 sq.ft. (166.3 sq.m.),1990,1890,1790,3,3,3+,"402, Sector 37C Gurgaon, Gurgaon, Haryana",4.0,South,Relatively New,"This 3 bhk flat is located in corona optus, which houses some of the most spacious flats in sector 37c gurgaon. The flat is facing the east direction. The flat is over 1990 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and more than 3 balconies. The property is located on the 4th floor of a 14 floors tall building. As the project is already ready to move, so you can easily move into this 1-5 years old property. The floor of this flat is beautifully designed using marble flooring, giving the flat an alluring look. Corona optus is designed very well to provide modern facilities such as swimming pool, grocery shop, club house / community center, fitness centre / gym, park, lift(s), maintenance staff, visitor parking, water softening plant and shopping centre. Municipal corporation and borewell/tank provides a regular supply of water to this residential project.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Partial power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",2.0,"['Green Area5 out of 5', 'Construction4 out of 5', 'Management4 out of 5', 'Amenities4 out of 5', 'Connectivity4 out of 5']",1,0,0,0,0,174.0
2 BHK Flat in Sohna,flat,eldeco accolade,sohna road,73.0,5752.0,1269.12,Super Built up area 1269(117.89 sq.m.),1269,,,2,2,3,"0001, Sohna, Gurgaon, Haryana",9.0,North-East,Relatively New,"Eldeco accolade in sohna, gurgaon is a ready-To-Move housing society. It offers apartments and independent floors in varied budget range. These units are a perfect combination of comfort and style, specifically designed to suit your requirements and conveniences.
 
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
No power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",2.0,"['Green Area5 out of 5', 'Construction4.5 out of 5', 'Management4 out of 5', 'Amenities5 out of 5', 'Connectivity3.5 out of 5']",0,0,1,0,0,156.0
2 BHK Flat in Sohna,flat,eldeco accolade,sohna road,72.5,4975.0,1457.29,Super Built up area 1457(135.36 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),1457,,849,2,2,3+,"0001, Sohna, Gurgaon, Haryana",12.0,East,Relatively New,"Eldeco accolade in sohna, gurgaon is a ready-To-Move housing society. It offers apartments in varied budget range. These units are a perfect combination of comfort and style, specifically designed to suit your requirements and conveniences.
 Additional details :The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
No power backup is available.
The society has dedicated security guards for every tower.",0.0,"['Green Area5 out of 5', 'Construction4.5 out of 5', 'Management4 out of 5', 'Amenities5 out of 5', 'Connectivity3.5 out of 5']",0,1,0,0,0,174.0
2 BHK Flat in Sohna,flat,eldeco accolade,sohna road,72.5,5735.0,1264.17,Carpet area: 1264 (117.43 sq.m.),,,1264,2,2,3,"0001, Sohna, Gurgaon, Haryana",8.0,West,Relatively New,"Eldeco accolade in sohna, gurgaon is a ready-To-Move housing society. It offers apartments and independent floors in varied budget range. These units are a perfect combination of comfort and style, specifically designed to suit your requirements and conveniences.
 
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
No power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",0.0,"['Green Area5 out of 5', 'Construction4.5 out of 5', 'Management4 out of 5', 'Amenities5 out of 5', 'Connectivity3.5 out of 5']",0,0,0,0,0,158.0
2 BHK Flat in Sohna,flat,signature global park,sohna road,72.5,5991.0,1210.15,Super Built up area 1210(112.41 sq.m.),1210,,,2,2,3,"001, Sohna, Gurgaon, Haryana",3.0,North-West,Relatively New,"Signature global park in sohna, gurgaon is a ready-To-Move housing society. It offers apartments and independent floors in varied budget range.
 Additional details :The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
No power backup is available.
The society has dedicated security guards for every tower.",1.0,"['Green Area5 out of 5', 'Construction5 out of 5', 'Management4 out of 5', 'Amenities5 out of 5', 'Connectivity5 out of 5']",0,0,1,0,0,174.0
2 BHK Flat in Sohna,flat,signature global park,sohna road,53.5,6331.0,845.05,Carpet area: 845 (78.5 sq.m.),,,845,2,2,2,"0001, Sohna, Gurgaon, Haryana",4.0,West,Relatively New,"Signature global park in sohna, gurgaon is a ready-To-Move housing society. It offers apartments and independent floors in varied budget range.
 Additional details :The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
No power backup is available.
The society has dedicated security guards for every tower.",2.0,"['Green Area5 out of 5', 'Construction5 out of 5', 'Management4 out of 5', 'Amenities5 out of 5', 'Connectivity5 out of 5']",0,0,1,0,0,49.0
2 BHK Flat in Sohna,flat,signature global park,sohna road,67.0,5537.0,1210.04,Super Built up area 1210(112.41 sq.m.),1210,,,2,2,3,"001, Sohna, Gurgaon, Haryana",4.0,North-East,Relatively New,"Signature global park in sohna, gurgaon is a ready-To-Move housing society. It offers apartments and independent floors in varied budget range.
 Additional details :The apartment has borings water supply.
No power backup is available.
The society has dedicated security guards for every tower.",0.0,"['Green Area5 out of 5', 'Construction5 out of 5', 'Management4 out of 5', 'Amenities5 out of 5', 'Connectivity5 out of 5']",0,0,1,0,0,165.0
3 BHK Flat in Sohna,flat,signature global park,sohna road,78.0,6446.0,1210.05,Carpet area: 1210 (112.41 sq.m.),,,1210,3,3,3,"0001, Sohna, Gurgaon, Haryana",3.0,South-West,Relatively New,"Signature global park in sohna, gurgaon is a ready-To-Move housing society. It offers apartments and independent floors in varied budget range.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
No power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",2.0,"['Green Area5 out of 5', 'Construction5 out of 5', 'Management4 out of 5', 'Amenities5 out of 5', 'Connectivity5 out of 5']",0,0,1,0,0,151.0
2 BHK Flat in Sohna,flat,signature global park,sohna road,65.0,5637.0,1153.1,Super Built up area 1153(107.12 sq.m.),1153,,,2,2,2,"001, Sohna, Gurgaon, Haryana",2.0,North-West,Relatively New,"Signature global park in sohna, gurgaon is a ready-To-Move housing society. It offers apartments and independent floors in varied budget range.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
No power backup is available.
The society has dedicated security guards for every tower.",0.0,"['Green Area5 out of 5', 'Construction5 out of 5', 'Management4 out of 5', 'Amenities5 out of 5', 'Connectivity5 out of 5']",0,0,1,0,0,165.0
4 BHK Flat in Sector 111 Gurgaon,flat,puri diplomatic greens,sector 111 ,350.0,11864.0,2950.1,Super Built up area 2950(274.06 sq.m.)Built Up area: 2700 sq.ft. (250.84 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),2950,2700,2500,4,5,3+,"Sector 111 Gurgaon, Gurgaon, Haryana",10.0,North-East,Relatively New,"Looking for a 4 bhk property for sale in gurgaon? Buy this 4 bhk flat in puri diplomatic greens that is situated in sector 111 gurgaon. The flat is over 2950 sq.Ft. Super built up area and comes with 4 bedroom(s), 5 bathrooms and more than 3 balconies. This flat is situated on the 10th floor of this 21 floors tall residential building. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move.",0.0,"['Green Area5 out of 5', 'Construction5 out of 5', 'Management4 out of 5', 'Amenities4 out of 5', 'Connectivity3 out of 5']",1,0,0,0,0,165.0
4 BHK Flat in Sector 66 Gurgaon,flat,ireo uptown,sector 66 ,485.0,12999.0,3731.06,Super Built up area 3731(346.62 sq.m.)Built Up area: 3500 sq.ft. (325.16 sq.m.)Carpet area: 3300 sq.ft. (306.58 sq.m.),3731,3500,3300,4,4,3+,"10070, Sector 66 Gurgaon, Gurgaon, Haryana",15.0,North,Relatively New,"Ireo uptown is one of the most popular destination for buying apartments/ flats in sector 66 gurgaon. You too can be a part of this society by purchasing this 4 bhk duplex flat here. The flat is over 3731 sq.Ft. Super built up area and comes with 4 bedroom(s), 4 bathrooms and more than 3 balconies. This flat lies on the 15th level of a 23 storey building. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move. Many of the modern amenities being offered, like swimming pool, water softening plant, grocery shop, shopping centre, club house / community center, cctv surveillance, fitness centre / gym, park and lift(s), will provide a pleasant living experience for you.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",0.0,"['Green Area5 out of 5', 'Construction5 out of 5', 'Management5 out of 5', 'Amenities5 out of 5', 'Connectivity5 out of 5']",1,1,1,1,0,165.0
4 BHK Flat in Sector 90 Gurgaon,flat,dlf new town heights,sector 90 ,190.0,6967.0,2727.14,Super Built up area 2727(253.35 sq.m.)Carpet area: 2300 sq.ft. (213.68 sq.m.),2727,,2300,4,4,3+,"19th Floor Dlf New Town Heights 1, Sector 90 Gurgaon, Gurgaon, Haryana",19.0,North-East,Relatively New,"Very urgent sale call for more details 
This 4 bhk flat in sector 90 gurgaon is available in dlf new town heights 1 for rent, one of the most prominent projects for residential flats in gurgaon. Property has attached 4 bathrooms & more than 3 balconies with 4 rooms set in 2300 sq.Ft. Carpet area. This flat is constructed on 2727 sq.Ft. Area. An independent s",0.0,"['Green Area5 out of 5', 'Construction4 out of 5', 'Management4 out of 5', 'Amenities5 out of 5', 'Connectivity4 out of 5']",1,0,0,1,0,156.0
3 BHK Flat in Sector 99A Gurgaon,flat,pareena coban residences,sector 99a ,156.0,7811.0,1997.18,Super Built up area 1997(185.53 sq.m.),1997,,,3,5,3,"401, Sector 99A Gurgaon, Gurgaon, Haryana",4.0,North-East,New Property,Its luxury apartment and specias fkat with 5 washroom,0.0,"['Environment4 out of 5', 'Lifestyle3 out of 5', 'Connectivity3 out of 5', 'Safety3 out of 5']",1,0,0,0,1,49.0
4 BHK Flat in Sector 72 Gurgaon,flat,tata primanti,sector 72 ,400.0,13769.0,2905.08,Super Built up area 2905(269.88 sq.m.)Built Up area: 2800 sq.ft. (260.13 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),2905,2800,2500,4,5,3+,"9010, Sector 72 Gurgaon, Gurgaon, Haryana",9.0,North-East,Relatively New,"This 4 bhk flat is located in tata primanti, which houses some of the most spacious flats in sector 72 gurgaon. This is a north-East-Facing property. The flat occupies a super built up area of 2905 sq.Ft. That consists of 4 bedrooms, 5 bathrooms and more than 3 balconies. The flat has a total of 40 floors and this property is situated on 9th floor. Being a ready to move project, you can expect immediate possession of this 1-5 years old property. The floor of this flat is beautifully designed using wood flooring, giving the flat an alluring look. Many of the modern amenities being offered, like swimming pool, grocery shop, shopping centre, club house / community center, fitness centre / gym, park, lift(s), maintenance staff, visitor parking and water softening plant, will provide a pleasant living experience for you. The residential project is well equipped to meet all your water needs through access to municipal corporation and borewell/tank supply.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",2.0,"['Green Area4 out of 5', 'Construction4 out of 5', 'Management5 out of 5', 'Amenities5 out of 5', 'Connectivity4 out of 5']",1,0,0,0,0,42.0
3 BHK Flat in Sector 67 Gurgaon,flat,m3m merlin,sector 67 ,300.0,14655.0,2047.08,Super Built up area 2047(190.17 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),2047,1900,1800,3,3,3+,"4040, Sector 67 Gurgaon, Gurgaon, Haryana",4.0,North-East,Relatively New,"This beautiful 3 bhk flat in sector 67 gurgaon is situated in m3m merlin, one of the popular residential society in gurgaon. This residential flat is north-East-Facing direction. The flat is over 2047 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and more than 3 balconies. The property is located on the 4th floor of a 21 floors tall building. Being a ready to move project, you can expect immediate possession of this 1-5 years old property. The flat comes well built with wood flooring options. Many of the modern amenities being offered, like swimming pool, security personnel, maintenance staff, shopping centre, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s), visitor parking and water softening plant, will provide a pleasant living experience for you. The project provides access to clean water through municipal corporation and borewell/tank supply.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",0.0,"['Green Area4 out of 5', 'Construction4 out of 5', 'Management4 out of 5', 'Amenities5 out of 5', 'Connectivity4 out of 5']",0,0,0,1,0,174.0
3 BHK Flat in Sector 72 Gurgaon,flat,tata primanti,sector 72 ,330.0,15384.0,2145.09,Super Built up area 2145(199.28 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),2145,2000,1800,3,3,3+,"1001, Sector 72 Gurgaon, Gurgaon, Haryana",10.0,North-East,Relatively New,"Check out this 3 bhk apartment for sale in tata primanti, a popular residential project that houses in-Demand flats in sector 72 gurgaon. This is a north-East-Facing property. The flat occupies a super built up area of 2145 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and more than 3 balconies. This flat lies on the 10th level of a 40 storey building. Being a ready to move project, you can expect immediate possession of this 1-5 years old property. The floor of this flat is beautifully designed using wood flooring, giving the flat an alluring look. Many of the modern amenities being offered, like swimming pool, grocery shop, shopping centre, club house / community center, fitness centre / gym, park, lift(s), maintenance staff, visitor parking and water softening plant, will provide a pleasant living experience for you. The society provides continuous water supply from borewell/tank and municipal corporation.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",0.0,"['Green Area4 out of 5', 'Construction4 out of 5', 'Management5 out of 5', 'Amenities5 out of 5', 'Connectivity4 out of 5']",1,0,0,0,0,174.0
3 BHK Flat in Sector 66 Gurgaon,flat,emaar mgf the enclave,sector 66 ,210.0,12352.0,1700.13,Super Built up area 1920(178.37 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),1920,1800,1700,3,4,2,"12022, Sector 66 Gurgaon, Gurgaon, Haryana",12.0,North-East,Relatively New,"Situated in sector 66 gurgaon, emaar mgf the enclave is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in gurgaon is your opportunity to be a part of this community. This residential flat is north-East-Facing direction. Constructed on a super built up area of 1920 sq.Ft., the flat comprises 3 bedroom(s), 4 bathrooms and 2 balconies. The property is located on the 12th floor of a 16 floors tall building. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move. The beautifully designed wood flooring enhances the beauty of the flat. The society is well equipped with many modern amenities, including swimming pool, club house / community center, fitness centre / gym, park, lift(s), visitor parking, maintenance staff, water softening plant and shopping centre. The residential project is well equipped to meet all your water needs through access to municipal corporation and borewell/tank supply.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",2.0,"['Environment3 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']",1,0,0,0,0,96.0
3 BHK Flat in Sector 66 Gurgaon,flat,emaar mgf the enclave,sector 66 ,190.0,10555.0,1800.09,Super Built up area 1920(178.37 sq.m.)Built Up area: 1850 sq.ft. (171.87 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),1920,1850,1800,3,4,2,"1003, Sector 66 Gurgaon, Gurgaon, Haryana",8.0,North-East,Relatively New,"This beautiful 3 bhk flat in sector 66 gurgaon is situated in emaar mgf the enclave, one of the popular residential society in gurgaon. This residential flat is north-East-Facing direction. The floor plan additionally contains 3 bedroom(s), 4 bathrooms and 2 balconies. All in all, the flat is spread over a super built up area of 1920 sq.Ft. The property is located on the 15th floor of a 16 floors tall building. This 1-5 years old property is available for immediate possession as the project is ready to move. The beautifully designed wood flooring enhances the beauty of the flat. All the modern amenities such as swimming pool, club house / community center, fitness centre / gym, park, lift(s), maintenance staff, visitor parking, water softening plant, shopping centre and security personnel will make life easier for you. The project provides access to clean water through municipal corporation and borewell/tank supply.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",0.0,"['Environment3 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']",1,0,0,0,0,158.0
3 BHK Flat in Sector 66 Gurgaon,flat,ireo uptown,sector 66 ,240.0,13064.0,1837.11,Super Built up area 1837(170.66 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),1837,1700,1600,3,2,3,"B-5050, Sector 66 Gurgaon, Gurgaon, Haryana",5.0,North-East,Relatively New,"This lovely 3 bhk apartment/flat in sector 66 gurgaon is available for sale in one of gurgaon's most popular projects, ireo uptown. The flat is facing the north-East direction. The flat is over 1837 sq.Ft. Super built up area and comes with 3 bedroom(s), 2 bathrooms and 3 balconies. The flat has a total of 23 floors and this property is situated on 5th floor. As the project is already ready to move, so you can easily move into this 1-5 years old property. The well built wood flooring enhances the aesthetic appeal of this flat. The society is well equipped with many modern amenities, including swimming pool, water softening plant, grocery shop, shopping centre, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s), maintenance staff and visitor parking. The project provides access to clean water through municipal corporation and borewell/tank supply.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",0.0,"['Green Area5 out of 5', 'Construction5 out of 5', 'Management5 out of 5', 'Amenities5 out of 5', 'Connectivity5 out of 5']",1,0,0,0,0,158.0
2 BHK Flat in Sector 74 Gurgaon,flat,m3m skywalk,sector 74 ,152.0,13342.0,1139.26,Super Built up area 1400(130.06 sq.m.)Built Up area: 1250 sq.ft. (116.13 sq.m.)Carpet area: 1139.2 sq.ft. (105.84 sq.m.),1400,1250,1139,2,2,3,"1504, Sector 74 Gurgaon, Gurgaon, Haryana",6.0,South-East,Relatively New,"Located in the popular residential address of sector 74 gurgaon, m3m skywalk is one of the most preferred destination for apartments in gurgaon. This 2 bhk flat is your ticket to be a part of this community. The flat is facing the south-East direction. Constructed on a super built up area of 1400 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 3 balconies. This flat is situated on the 15th floor of this 30 floors tall residential building. This is a ready to move project and the property is 1-5 years old. The flat comes well built with wood flooring options. M3m skywalk is designed very well to provide modern facilities such as swimming pool, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s), maintenance staff, visitor parking, water softening plant, shopping centre and security personnel. The project provides access to clean water through municipal corporation and borewell/tank supply.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",0.0,,0,0,0,1,0,158.0
2 BHK Flat in Sector 74 Gurgaon,flat,m3m skywalk,sector 74 ,148.0,12333.0,1200.03,Super Built up area 1400(130.06 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),1400,1300,1200,2,2,3,"13005, Sector 74 Gurgaon, Gurgaon, Haryana",13.0,North-East,Relatively New,"Located in the popular residential address of sector 74 gurgaon, m3m skywalk is one of the most preferred destination for apartments in gurgaon. This 2 bhk flat is your ticket to be a part of this community. This property faces the north-East direction. Constructed on a super built up area of 1400 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 3 balconies. The property is located on the 13th floor of a 30 floors tall building. This 0-1 year old property is available for immediate possession as the project is ready to move. The floor of this flat is beautifully designed using wood flooring, giving the flat an alluring look. The flat will offer a modern lifestyle as it is presented with many of the amenities such as swimming pool, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s), maintenance staff and visitor parking. The housing society ensures a continuous supply of water to your flat from borewell/tank and municipal corporation.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",2.0,,0,0,0,1,0,96.0
3 BHK Flat in Sector 81 Gurgaon,flat,bestech park view grand spa,sector 81 ,229.0,8609.0,2660.01,Super Built up area 2660(247.12 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),2660,,2000,3,4,3+,"10th Floor Bestech Grand Spa, Sector 81 Gurgaon, Gurgaon, Haryana",10.0,North-East,Relatively New,"Very urgent sale 
Its a 3bhk+servant+family lounge with 4 toilet flat in bestech park view grand spa, sector 81, gurgaon. Its semi furnished flat with ac, middle floor, park facing, very good unit, project has all basic amenities like club, pool, park, gym, restaurant, indoor and outdoor games are there. U can call anytime for vis.",2.0,"['Green Area5 out of 5', 'Construction5 out of 5', 'Management5 out of 5', 'Amenities5 out of 5', 'Connectivity5 out of 5']",1,1,0,0,0,96.0
3 BHK Flat in sector 58 Gurgaon,flat,ireo the grand arch,sector 58 ,400.0,18484.0,2164.03,Super Built up area 2164(201.04 sq.m.),2164,,,3,4,3,"sector 58 Gurgaon, Gurgaon, Haryana",5.0,North-West,Old Property,"This 3 bhk flat is located in ireo the grand arch, which houses some of the most spacious flats in sector 58 gurgaon. The flat is over 2164 sq.Ft. Super built up area and comes with 3 bedroom(s), 4 bathrooms and 3 balconies. The residential building has 29 floors in total and the flat for sale is located on the 5th floor. This 10+ years old property is available for immediate possession as the project is ready to move.",2.0,"['Green Area5 out of 5', 'Construction5 out of 5', 'Management5 out of 5', 'Amenities5 out of 5', 'Connectivity5 out of 5']",1,0,0,0,0,174.0
